"[0.42601471009674197,0.13614980943820354]",3
"[0.10037217984570318,0.9143574561543479]",18
"[0.1756479375413409,0.3619434400061765]",0
"[0.12249901209243218,0.3604625801991084]",0
"[0.06866514976710955,0.08246196554919044]",11
"[0.773713355775466,0.5597060442159503]",2
"[0.09894324944612237,0.08747273658445918]",4
"[0.16816070439792302,0.1386494372547337]",7
"[0.03167149650066006,0.1717682240481379]",0
"[0.016182934131205196,0.3224997071460958]",17
"[0.43995854011385405,0.2099781488845468]",4
"[0.15846893302454007,0.024796121055589888]",4
"[0.12632415725644452,-0.03231439164725132]",11
"[0.15533177121929306,0.02872784739380882]",15
"[0.17113015348031335,0.12785393012434101]",4
"[-9.049902461993886E-4,0.12195043798710335]",8
"[0.03426924699576414,0.43316193120220653]",8
"[0.04555986911043598,0.3930625001164277]",0
"[0.0034533500490233904,0.23429491749496612]",17
"[0.21198882910149713,0.06528408539840092]",4
"[0.08297168531661606,0.18203311929307303]",17
"[0.22707228443821642,0.07780714397169797]",4
"[0.24743207180245774,0.2733231245884381]",7
"[-0.200622614214006,0.6643130031650556]",10
"[0.052691417646601804,0.25779378644146944]",0
"[0.1667446156277142,-0.1076718514961609]",4
"[0.281945211412907,0.11598879681942671]",4
"[-3.648647330904975E-4,0.9835864306031893]",18
"[0.3695404827569477,0.2447218404692123]",3
"[-0.010834774608751985,0.9124084812951663]",18
"[0.009966747038186133,0.366813194647826]",0
"[0.09949031183047566,0.3111705921631794]",7
"[0.14693906325009382,0.16045018424435242]",11
"[0.1050080650588316,0.17350390421536116]",4
"[-0.04304747036192835,1.0641174206066437]",18
"[-0.10639593078309971,0.24949279070024122]",0
"[0.08042824847301523,-0.0912791343556708]",11
"[-0.03707362137751069,0.6144692439311582]",10
"[-0.11379985848008962,0.19444672737635285]",8
"[0.2983726519438553,0.630884847080946]",2
"[0.07092816012479464,0.19701007180671137]",11
"[0.1618200945822255,0.2869154208240813]",7
"[-0.4037123177414719,0.30772331931541774]",1
"[0.1738590730926907,0.2891855811060141]",4
"[0.21680324980313354,0.31679649833967427]",15
"[0.13895084298788912,0.09096896476781623]",7
"[-0.028018200898211863,0.19405400468097628]",11
"[-0.3528903452129457,0.17007107030001942]",5
"[0.04177770008186435,0.26040188486355614]",15
"[0.16465064735076745,0.4365039336886678]",2
"[0.37587301990383604,0.320631434700212]",7
"[0.130537132828558,0.16051619994053018]",4
"[-0.19088066742045667,0.3445523874323268]",6
"[0.13824406416210944,0.6149627713893105]",18
"[0.03525725470048212,0.2850114931843971]",0
"[0.2407251703217554,0.0025291273782521995]",4
"[0.37804342110247346,0.09069182794829689]",12
"[0.4014857068198734,0.3979483045311316]",2
"[-0.14699074774064994,0.47878124374776726]",8
"[0.2779481753280878,0.07899245290608715]",3
"[0.334571635852389,0.7347271570197297]",2
"[0.4693272477367251,0.37474472708756035]",12
"[-0.10497898643976666,0.25898698217922017]",8
"[0.014841069659278006,-0.07145263819243529]",11
"[0.0604090500928538,-0.0043555501198519544]",11
"[0.12130213558784184,0.1695996394687287]",4
"[0.2714108455754955,0.18014910468227896]",4
"[0.153978206228304,-0.10953531136434125]",4
"[0.2918866075009455,0.1522223604690892]",3
"[0.07961174301901858,0.07403965415757807]",4
"[-0.049025158177965975,0.06964341158372832]",17
"[-0.16343466723931355,0.3940918984840622]",10
"[0.24402611060386495,0.19051800491986182]",7
"[-0.02916098276804735,0.3721441983734513]",6
"[0.03093637223743624,-0.17261000478229674]",11
"[0.3137187316964035,0.19518535333374532]",7
"[0.058269612622865445,0.2705366086537912]",17
"[0.0,0.0]",11
"[-0.007080619763723456,0.3289267113770492]",17
"[0.11984449614760806,0.05499809444230452]",15
"[-0.004531531682281827,0.17114901306144098]",15
"[0.08624477130519842,0.33218077644841654]",17
"[0.14425608764053732,0.06455588695288665]",11
"[0.2620323861316409,0.0829593533399135]",4
"[0.16579015948063702,0.09662099806763591]",4
"[0.09813550384222731,-0.052996414829321596]",11
"[0.1459636016048097,0.21926389867032212]",15
"[0.09811089220215585,0.030854791705630467]",11
"[0.1449804191256808,0.20063528032968272]",15
"[-0.03619921830546266,-0.05262634259674963]",11
"[-0.06279820646415343,0.3519192919155284]",0
"[0.1705496971517263,0.1927029913597944]",0
"[0.11547533420611072,0.17239082225291422]",11
"[-0.010400155088914287,0.2816565172990424]",17
"[0.1676013322371417,0.2557481332066969]",15
"[0.05998608126952473,0.4494811136067125]",0
"[0.054647127650197816,0.21000749239273203]",11
"[0.11151981796427715,0.20989318145560515]",0
"[0.0993887600587314,0.30010591673603765]",0
"[0.06273961920719445,0.36970406108431975]",7
"[0.4820813091590269,0.13528973926948593]",12
"[0.36540985484564437,0.0763356618908021]",3
"[-0.2874971479668724,0.4362326031948082]",10
"[0.3241520988847262,0.07112567171487205]",4
"[0.508537271752827,0.15151752351411046]",2
"[0.02324103216240564,0.10007771968956604]",15
"[-0.15823418701811887,0.20929271899172525]",8
"[-0.00979447207935924,0.7500736090614769]",18
"[0.17753396132125104,0.135329545412455]",11
"[0.2213528556931078,0.0235865072717329]",3
"[0.1376786362046399,0.43499005637208304]",6
"[0.041420471346993365,0.3595641406361827]",17
"[0.2755878352548525,-0.12104149305864138]",4
"[0.11944472409926332,0.45113593524686374]",0
"[0.19409546099332012,0.17390963433631945]",4
"[-0.031451161248876175,0.052013255032170115]",11
"[0.046636569226802455,0.1318392231134862]",7
"[-0.03718295609457013,0.1375376176077435]",1
"[-0.0022452955205175817,0.44955942555094863]",0
"[-0.12018292750844253,0.57207569483538]",8
"[0.14384421158946412,0.19947501178932564]",4
"[-0.206295283816394,0.24218109300608182]",8
"[0.12258736573956883,0.05586005305291161]",15
"[-0.16456284159742102,0.04699697964715843]",5
"[0.091205315111535,0.4043979135783366]",17
"[-0.4277053119963076,0.16517189940014765]",8
"[-0.1443844245586525,0.4967146509155347]",10
"[-0.05043816963501392,0.10831490822637849]",11
"[-0.01264992214287837,0.357350766818965]",17
"[0.2653158064447677,0.277888852344299]",3
"[0.2010043375863553,0.2462155888579734]",3
"[0.10973388542259618,0.8000714150142794]",18
"[0.04870638825046096,0.21792710460251968]",8
"[-0.07931549239124419,0.23053296275215568]",15
"[-0.7736082099874468,0.5178385543931457]",1
"[0.3805324704090045,-0.009042321043832166]",4
"[0.1168619239553242,0.32435980822518495]",0
"[0.13337813582830338,0.5642064418070128]",17
"[0.27732897835071824,0.28363680102382005]",4
"[0.16232255529273254,0.3472564544148832]",17
"[0.5391640942204,0.23903740054742756]",3
"[0.2001827857768591,0.05156807778774054]",4
"[0.15818387998197544,0.11717088765289649]",15
"[0.2799494516672675,0.09380898403952342]",4
"[0.07598172023928451,0.06015877317623118]",11
"[0.5603682785622347,0.45860435730256]",2
"[0.11801402073284785,0.27605852756233873]",0
"[0.37899581717295516,-0.037309609114957315]",4
"[0.40178343168355735,0.23875679167702482]",2
"[0.06605710883269789,0.1790353586724016]",15
"[0.5035228789859718,1.036322306972666]",2
"[0.2345044207615914,0.45175630641177733]",12
"[0.15403027816418308,0.007093487637742375]",4
"[0.23971427828214079,0.11441509901046694]",4
"[0.3940524662822683,0.2804535956740552]",7
"[0.06562418955170739,0.15236993565325221]",11
"[0.12037590548103688,0.1290726657483619]",4
"[0.22808038789554527,0.08600624156919587]",4
"[0.4119243081611148,0.270033649798992]",7
"[0.06546993968706423,0.42646360479179835]",6
"[0.35925998303334966,0.6362766674538067]",2
"[0.006368351956399438,0.013297673571528779]",11
"[-0.3569453269699058,0.3387033167573016]",10
"[0.11260053317787985,0.021434120307146684]",11
"[-0.40509513288180066,0.4264745163739174]",10
"[0.19049328980407904,0.07492682666245899]",4
"[-0.12642785747979055,0.09286369479716083]",5
"[-0.04611318038259721,0.19454615570609254]",17
"[0.199360384849926,0.12317756611531083]",11
"[0.11727698516099976,0.02688371696824832]",15
"[0.06156019107030018,0.7113413737097675]",18
"[0.21911780110319617,0.1595132053800143]",7
"[0.1065964745475473,0.34103101770252564]",0
"[-0.25830373722176064,0.25237500364250165]",5
"[0.3875987290634195,0.48395629158682263]",2
"[0.03160682282186235,0.12240983239427869]",11
"[0.42482437391246697,0.5735051684475709]",12
"[-0.14734977602725896,0.4726968251799613]",10
"[0.18012740423178245,0.18431180747322168]",3
"[0.09691369046316428,0.5978439902527221]",18
"[0.16570005292369866,0.1768162232153011]",4
"[0.028573326008707198,0.2734253077054269]",8
"[-0.07267180466363574,0.5385628892715458]",0
"[0.017804915738868263,-0.03656649634577191]",11
"[-0.0251155814919803,0.5878285896052267]",6
"[0.10449383449913215,0.10053612910688366]",15
"[-0.009958494226591286,0.2734235851035165]",0
"[0.1032615959274934,0.1475401710321522]",15
"[0.14184291844589125,0.18464177367606993]",7
"[-0.03690816188675111,0.08294102684119223]",11
"[0.3517477115248773,0.2443250353545316]",3
"[0.10923671980263534,0.09304037184884933]",4
"[0.2822665711458331,0.4502473422800206]",2
"[0.18038051800047766,0.12285462464681306]",4
"[0.10430467503210702,0.1846119928904998]",4
"[-0.31837666641999696,0.8164794328573677]",10
"[0.19613469602081007,0.3718861200041587]",7
"[-0.03220055936623217,0.187922555891774]",1
"[0.04189184529670138,0.28800278316563005]",6
"[0.03987081947014404,0.5076281664835682]",0
"[-0.2815468568486604,0.20820756967586165]",1
"[0.05963450715308144,-0.024638726454664694]",11
"[0.4250648572702388,0.0228296164581112]",12
"[0.030574726155836313,0.2239542730900665]",15
"[0.037231883595732394,7.025137504571115E-4]",11
"[0.0674518917035275,0.09590830502485578]",4
"[0.21502754133704371,0.24612920418022655]",3
"[-0.17806732791396074,1.0192833705803763]",18
"[0.23334543557700899,0.0298378974101811]",3
"[-0.016585338990132564,0.4028788179998121]",17
"[-0.10331376343480228,0.2728301572730252]",17
"[-0.00786991003803611,0.26872301241320795]",8
"[0.3001090237815448,0.06821526785906351]",4
"[0.3726518135723619,0.2536350175065185]",2
"[0.41325553280246446,0.45780601113192665]",7
"[-0.26328021820821024,0.34036081841012883]",10
"[0.07264513970775606,0.230907482794439]",17
"[0.017026293526940503,0.29845165096735543]",17
"[0.14799306716488553,0.01343506196221841]",4
"[0.3171204739240353,0.06785599782243101]",4
"[0.231326762245859,0.1620486360533838]",4
"[0.06438530441057094,0.030109642139625498]",11
"[0.12470974760810896,0.10826924716583926]",11
"[-0.06798763094356042,0.29812259850244366]",0
"[-0.26784496110259703,0.4020808628725442]",17
"[0.3273733583750147,0.1577161576332439]",15
"[-0.17822342719796141,0.20117414194858432]",15
"[-0.12604897561966186,-0.06770264824856498]",11
"[0.249139749370137,0.24428056844887713]",3
"[-0.07000110891775996,0.22407007719493846]",15
"[0.17751977935970242,0.3769869033926513]",15
"[-0.0804630384401234,0.3394012348722213]",17
"[0.11826716234923937,0.35485810469966517]",7
"[0.2172458885597885,0.15579260019123384]",15
"[0.18571464438453933,0.36384895530165084]",0
"[0.03677609461870067,0.267282950027839]",0
"[0.08048618326908531,0.05532663431966373]",11
"[-0.04544460806144665,0.6975173242487621]",18
"[0.09185885654408167,0.3303837378569117]",15
"[-0.22770862234098765,0.30197176272491744]",5
"[-0.11992634332336219,0.4291178670772253]",0
"[0.3554937241659385,0.08096785424514877]",4
"[0.4426408733348775,0.09745408903335587]",2
"[-0.23672170256170877,0.5448318507584019]",10
"[0.22046112750895783,0.21577319097193115]",4
"[0.1372388031865791,0.2575155294641055]",0
"[0.23465671660655402,0.15551047665518747]",2
"[0.07051445169701054,0.4263064581501087]",8
"[0.184189148701827,0.22810047740283523]",15
"[0.33250805822024204,0.40641247483714327]",7
"[-0.02235537277153106,0.038063759901298996]",11
"[0.20537532991162583,-0.00960074088498837]",4
"[0.10109283701760924,0.03546431854327893]",15
"[0.2819912548534871,0.18261503283686337]",3
"[0.5166232185823303,0.32452074642307954]",2
"[0.19455484967807754,0.12818823935687462]",6
"[-0.12150106169503821,0.13205273077444643]",8
"[0.3745026662157987,0.08558743433491009]",7
"[0.2618555549219683,0.09254910311728773]",3
"[0.04251106521763667,0.15994807605265843]",11
"[0.36215189950986204,0.1516543830985337]",4
"[0.036044082461360594,0.3047841110917926]",17
"[0.15779960137743865,0.11469569243573628]",4
"[0.13737405723095955,0.14648439240852384]",4
"[0.022378183348897296,0.6555262527520455]",10
"[-0.02748603835573605,0.0954311194153127]",11
"[0.038804299345504396,0.28210638440127156]",6
"[0.1405969952273042,0.18920464878107324]",8
"[-0.1657378449355588,0.10930252352371547]",5
"[0.14559413171552288,0.14859410864236877]",6
"[-0.08414780779179444,0.16843874237468562]",5
"[0.22953248565227813,0.1607110943152889]",4
"[-0.11697652680359423,0.16132415275888984]",17
"[0.11109714853810931,0.166358407435595]",4
"[-0.07888041217889859,0.44799070869493957]",0
"[0.301225607505256,0.09265303065375667]",4
"[0.09578464443990048,-0.030362268728091845]",11
"[0.4228088912959902,0.5811077763479049]",2
"[0.22891057788169655,0.270871663134824]",2
"[0.16928665957698105,0.4537323116735339]",17
"[0.10665599371051361,0.17699833033778578]",15
"[0.10153021809499496,-0.07097577148472299]",3
"[0.18530082040711687,0.38395971538059304]",17
"[-0.04379139553716696,0.30690702163592476]",17
"[0.08690962877505017,0.15596584192818527]",7
"[0.061778561347590605,0.07801929615817518]",1
"[0.11699338201811019,0.3384719723711869]",7
"[-0.3249965900038364,0.6024889923408849]",18
"[0.11453823478951367,-0.02942683361860418]",4
"[-0.058836070396195345,0.40068531340116786]",8
"[0.2068693856087868,0.015092959516573766]",11
"[0.18391423284221936,0.04655036660303551]",15
"[0.26005108264100696,0.1508723953898773]",4
"[-0.42102676092119096,0.33746644581813595]",5
"[0.0237867432649638,0.20476931733275106]",8
"[0.12431159194329491,0.19642873445633535]",0
"[0.0569712233701507,0.19758201221613447]",0
"[0.03891834260405291,0.4075928867784476]",17
"[0.24833137306259656,0.5435314307835255]",2
"[0.2440654226858193,0.1515502036209352]",4
"[0.11556856121206452,0.44866864666096246]",0
"[0.1390713208147479,0.1885133417640612]",7
"[0.2076001092316783,0.115876257801557]",3
"[-0.2857889625332905,0.5009993084188377]",10
"[0.24508909846619487,0.3705370837794926]",3
"[-0.2768672597874321,-0.041717341423869764]",5
"[-0.038960894381431216,0.46412465248471835]",17
"[-0.044789989866167446,0.15946419297960493]",15
"[0.10025406636626746,0.1133902411918071]",11
"[0.08953968542480426,0.1571482859240816]",7
"[0.33128487619671554,0.12344488695475583]",3
"[0.3086528807967092,0.44638932370038564]",7
"[0.029044928585199054,0.3269234466820138]",8
"[0.02540587960137561,0.16086731156706938]",11
"[0.011433331333805495,0.08827982651289672]",6
"[0.32855153644047347,0.23734849384271534]",3
"[0.3194108605737581,0.31905997511291384]",7
"[0.1954414337880523,-0.04722569476803933]",15
"[-0.019522776359397233,0.020598710373855314]",11
"[0.4393436200146418,0.09657784752173385]",12
"[-0.5224027674080394,0.6944874504354003]",10
"[0.227009018210992,0.3111250859202329]",2
"[0.19933240428644441,0.4547209199540725]",0
"[0.004278310762178904,0.2010630502348391]",17
"[0.14643312676532824,0.34885838971536587]",15
"[0.1852433891423238,0.1903504983493071]",15
"[0.07813099126832994,0.14720476754159884]",8
"[0.3140424910085312,0.20396665031666925]",7
"[0.36794465931460196,0.19743912304751682]",12
"[0.2433461122962417,-0.14757212096327932]",12
"[0.048771486334900055,-0.04831593169412269]",11
"[0.09859388468616598,0.36819805212523166]",2
"[-0.09246195102113133,0.26094255485937773]",17
"[-0.22537191009141938,0.5160880718078275]",5
"[-0.29756764930470714,0.21383106574529068]",5
"[-0.15681048363005512,0.445326599814587]",17
"[0.07693232235021247,0.4108889007252492]",0
"[-0.041053257362701046,0.40225229989915445]",0
"[0.19460518722398684,0.19946259354692744]",3
"[0.329019700101974,0.28197493135718726]",2
"[0.355740322506799,0.10273631879527059]",2
"[0.3170479434275092,0.2637917483279589]",2
"[-0.15464391258034527,0.31078700927425784]",8
"[0.06730669159922843,0.24362906549343355]",17
"[0.15728666553747606,0.10823403556084263]",15
"[-0.31427794199929315,0.4164147148977518]",10
"[0.0,0.0]",11
"[0.39594302463871656,0.4700813293745827]",12
"[-0.015023331235515143,0.025413584911650147]",11
"[0.01231617197453091,0.10603597982885941]",11
"[0.22318855297540424,0.22851780765494834]",7
"[-0.17519102064455785,0.2230365914027504]",5
"[-0.021014300047787746,0.04745395697373929]",11
"[0.21195281361302695,0.37481886164287936]",4
"[-0.015967749416163773,0.2738855137887414]",8
"[0.018759623612560117,0.29482864071799153]",17
"[0.39968674645284574,0.11671106283613578]",4
"[0.5397493844395511,0.35248215149479634]",2
"[0.021422625432962722,0.0980951955990384]",6
"[-0.03182193618578501,0.06288505667691904]",15
"[-0.0643804248790649,0.3763286905604946]",5
"[0.13286434847234996,0.19685739777465291]",6
"[0.22418729965294687,0.02563657325169731]",12
"[0.353563526011393,0.3443684312361077]",2
"[0.06494197512022622,0.010150175773814378]",4
"[0.3917793950585243,0.19192846230210558]",12
"[0.1396082157325666,0.19337359844062493]",4
"[0.05213863095064238,-0.005992328917300199]",1
"[0.2550746798527251,0.20480072187779436]",3
"[-0.19266471169034768,0.23698142495043684]",5
"[0.22783705345781902,0.29299376218573603]",2
"[0.3806114631499923,0.41335443520171816]",2
"[0.284706116032403,0.21404340751095166]",4
"[0.07718654637556255,-0.10492520847186072]",11
"[0.084907710536069,0.1738126924721374]",4
"[0.1771156462134216,0.050370036973165944]",4
"[0.22573983951792864,0.19672369093989628]",3
"[0.0766973963941316,0.16762219419810187]",15
"[0.42811497640613333,0.15256284061356334]",4
"[-0.037408859828254995,0.09655533006378195]",6
"[-0.16240114095039943,0.41545602993083863]",17
"[0.036186098641290215,-0.13423066566076178]",4
"[0.6830229037133049,0.37020556498405605]",2
"[0.0010637615629868757,0.6190050394764949]",18
"[0.2632929571220072,0.13342416217940173]",3
"[0.015285624032999268,0.5551757993679307]",18
"[0.006872439951170317,0.088172463250898]",11
"[-0.013375383438454224,0.006375320464309122]",11
"[-0.4749063751453335,0.33020061937532696]",10
"[0.4609106381859909,0.39001646571310566]",2
"[-0.18117659997413024,-0.008069045549690526]",11
"[-0.25602671926327547,0.9466302436981944]",18
"[-0.36922511577017153,0.5035011947991945]",10
"[-0.0361164631468851,0.2780087550242471]",17
"[-0.10607576144828401,0.00843413505837497]",6
"[0.041889557715576314,0.4961855922834828]",0
"[0.07414568233198757,0.6006804444215016]",18
"[0.036511315387101215,-0.03584800160370907]",11
"[0.02442260327723457,0.2927959824891072]",0
"[0.20662801763679256,0.6538156150254433]",18
"[-0.33014722902247184,0.31016555000320145]",1
"[0.031458487412500014,0.6729649114809721]",18
"[-0.14098389245850457,0.4172558773240714]",8
"[-0.2686859109959769,0.5066818883544542]",5
"[-0.16599177594395437,0.11411387892160846]",8
"[0.3517439538892553,0.038680606255531075]",3
"[0.08637238676522771,0.4306909585173723]",6
"[-0.08261899521217375,0.5613208459918627]",18
"[0.36827067612881625,0.19086136650057417]",3
"[0.3485890187034139,0.05128035658764893]",4
"[0.18110661474544706,0.2193394391614344]",4
"[0.16251532346853614,0.08826061411238326]",4
"[-0.0511490858872945,0.5288103709895774]",0
"[0.138290095545961,0.32146658152267005]",0
"[0.4223631894483657,0.06919229798210014]",3
"[-0.21483625602196227,0.6635201889469455]",10
"[-0.12678598311066097,0.21242686501834315]",8
"[-0.07506554213071209,0.43127544025044984]",0
"[0.22024415259512484,0.7545482732985872]",18
"[0.26381895904640873,0.527046095895321]",2
"[0.19001746343075165,0.1979006107201985]",4
"[0.07445660635221049,0.27735628412067737]",0
"[0.1522605978110471,0.08937038125841182]",4
"[0.3955263503727887,0.3046949105585629]",3
"[0.21441201096860443,0.12378848908971633]",4
"[0.267128873446391,0.2085694716526769]",3
"[0.2706130478669188,0.21980854837343214]",3
"[-0.29998361003465274,0.13434574665232135]",8
"[0.7646641088654531,0.579423968781273]",7
"[-0.12083945079271043,0.2572642909227478]",17
"[0.36706586433421484,0.3177904969781326]",2
"[0.41457739730173343,0.4209236010157117]",7
"[0.19666573769935658,0.08529857970850184]",4
"[-0.06540062140980736,0.2800866176249326]",0
"[0.23104701662531377,0.08734705505937242]",4
"[0.21104807377619245,-0.024466181551223834]",4
"[0.3181108357486731,0.16010554412476136]",3
"[0.1808768137633631,0.2599583686901763]",15
"[0.20414004481474346,0.18481365906680738]",3
"[0.26863088538568647,0.11767487496344253]",4
"[0.21534283195356557,0.19016254294248097]",3
"[0.4459248231412861,0.6132050177735016]",12
"[0.24434399566957432,0.2794596777821243]",4
"[0.26263225387172484,0.08507190490760391]",7
"[-0.2810142668972411,0.6683488220201594]",10
"[-0.08898702651160187,0.23822256000091463]",0
"[0.15856974251281641,0.02550308104700874]",11
"[0.2977117164280353,0.23019860353348068]",3
"[0.220385741353339,0.29276659732064864]",15
"[-0.09534966490010974,0.030145392772081475]",11
"[0.1159474746824952,0.08309718919034129]",15
"[0.19935008981804664,0.38557386212360234]",17
"[-0.04078105040713778,0.1528505322948101]",1
"[0.22004177631645122,0.13675192200298394]",4
"[0.023893221119495614,-0.2887213415741514]",11
"[-0.08291106194243031,0.32522287632916363]",0
"[0.208584464084702,0.13821473228367098]",4
"[0.16606988436523462,0.16432457086683278]",4
"[0.031138048663293394,0.1683820772589088]",17
"[-0.04933363167531276,0.11880327413437787]",11
"[-0.06771255177285607,0.13602119243624014]",11
"[0.16705835077104883,0.012985919383890487]",15
"[-0.32808404509996236,0.5868332376478335]",10
"[-0.04419005029162734,0.21483000521996592]",17
"[0.3161677003816444,0.46739564516539006]",2
"[0.08166748271716243,0.5247490710260962]",18
"[0.5077438035288983,0.4171098955464284]",2
"[0.3570486371907626,0.5820072825619947]",2
"[0.1553736709963105,0.2346561690254026]",17
"[-0.19309491041990717,1.0219967094392797]",18
"[-0.03494213998766244,0.13817405728937537]",8
"[0.19230005067276157,0.36016523608213596]",2
"[0.00800502429601015,0.038028255499296115]",11
"[0.11831900252245472,0.29139220287654866]",7
"[-0.12913883451481367,0.5042483308361564]",5
"[0.24684080746462111,0.17506384922801524]",4
"[0.02944616143784922,0.28587769178442474]",0
"[0.2278160356956095,0.0036418681536968533]",4
"[0.2749153888325748,0.1410123381338958]",3
"[0.020898974807418248,0.10376614881414646]",11
"[-0.059789135313844444,0.5777982430535895]",0
"[-0.07040136954164526,0.0855874604723089]",11
"[-0.20921676948703444,0.2543425238399732]",17
"[0.18656265207526534,0.4429957250756974]",8
"[0.13858811622221998,-0.1054086914782408]",15
"[-0.2608962921678639,0.24666785642502892]",10
"[-0.16580690680225896,0.4710888028506878]",18
"[-0.02935728746309557,0.8780366423889189]",18
"[-0.12285841520703761,0.5720765423007537]",10
"[0.10118017490085676,0.3828899403555185]",6
"[0.1492333256032003,0.023627337883527742]",11
"[0.0503492095187516,0.2145223326267505]",3
"[0.1727805679825875,0.10053948946912064]",4
"[0.2492608629773184,0.2563453507855508]",3
"[0.038446003430360226,0.32575459113360566]",8
"[0.1751363461819671,0.25610857467325565]",4
"[0.09847937375304155,0.2688276530695761]",6
"[0.050790568541643016,0.175888232396127]",17
"[-0.04190405777875528,0.205088885045133]",8
"[-0.07738590212216069,0.13143977479123586]",1
"[0.07772516191690804,0.10791688957492787]",4
"[0.09263281962462101,0.16000809044406392]",7
"[0.05221171018234344,0.4196761725314781]",17
"[-0.21928146399048115,0.32320334895405817]",6
"[-0.15013367451258347,0.14847608154966832]",8
"[0.16090044646333204,0.07031991608900183]",4
"[0.021031881529942925,0.06924867477200311]",11
"[-0.14865210281439695,0.19242050657301435]",17
"[0.03081485751287727,0.2636367630772179]",17
"[-0.18740141141385017,0.07242795962589194]",8
"[0.27965439516619545,0.1904870373661134]",7
"[-0.017975459473156145,0.042085512875413955]",11
"[-0.055967906507230686,0.43766777722463024]",6
"[0.0526543885533208,0.17589089506503744]",15
"[0.180226267538595,0.346617483861564]",0
"[0.19114272670951318,0.3031563746574008]",6
"[0.3330108271192514,0.2407295670794936]",2
"[0.24389144324263745,0.01097934599152052]",15
"[-0.0094496256091871,-0.002586209405294946]",11
"[0.2405668920412929,0.06878029740388311]",4
"[0.18690024140038666,0.20668228034445146]",3
"[0.1451263108098102,0.10446103541908852]",4
"[-0.6854972323007757,-0.13518802198036198]",1
"[0.16101592940212067,0.020507136810791575]",4
"[0.04031570445203808,0.20501625723656197]",6
"[0.2590243408911606,0.35465364763644475]",2
"[-0.035559661913656615,0.35130006456584123]",6
"[-0.37723460693118915,0.17098732955979362]",5
"[0.16773633990505207,0.26627075476487433]",3
"[0.30560857568548605,0.27483312182949926]",7
"[0.02957569899187593,-0.02761491430393175]",11
"[-0.08046271509170147,0.2217320297300348]",17
"[0.2845880114036707,0.6661372759460967]",2
